Group,Subgroup,Code,Desc,Category
S42,144P,S42144P,"Nondisplaced fracture of glenoid cavity of scapula, right shoulder, subsequent encounter for fracture with malunion","Nondisplaced fracture of glenoid cavity of scapula, right shoulder"
S42,144S,S42144S,"Nondisplaced fracture of glenoid cavity of scapula, right shoulder, sequela","Nondisplaced fracture of glenoid cavity of scapula, right shoulder"
S42,145A,S42145A,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, initial encounter for closed fracture","Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
S42,145B,S42145B,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, initial encounter for open fracture","Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
S42,145D,S42145D,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, subsequent encounter for fracture with routine healing","Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
S42,145G,S42145G,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, subsequent encounter for fracture with delayed healing","Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
S42,145K,S42145K,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, subsequent encounter for fracture with nonunion","Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
S42,145P,S42145P,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, subsequent encounter for fracture with malunion","Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
S42,145S,S42145S,"Nondisplaced fracture of glenoid cavity of scapula, left shoulder, sequela","Nondisplaced fracture of glenoid cavity of scapula, left shoulder"
S42,146A,S42146A,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, initial encounter for closed fracture","Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
S42,146B,S42146B,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, initial encounter for open fracture","Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
S42,146D,S42146D,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, subsequent encounter for fracture with routine healing","Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
S42,146G,S42146G,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, subsequent encounter for fracture with delayed healing","Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
S42,146K,S42146K,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, subsequent encounter for fracture with nonunion","Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
S42,146P,S42146P,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, subsequent encounter for fracture with malunion","Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
S42,146S,S42146S,"Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder, sequela","Nondisplaced fracture of glenoid cavity of scapula, unspecified shoulder"
S42,151A,S42151A,"Displaced fracture of neck of scapula, right shoulder, initial encounter for closed fracture","Displaced fracture of neck of scapula, right shoulder"
S42,151B,S42151B,"Displaced fracture of neck of scapula, right shoulder, initial encounter for open fracture","Displaced fracture of neck of scapula, right shoulder"
S42,151D,S42151D,"Displaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with routine healing","Displaced fracture of neck of scapula, right shoulder"
S42,151G,S42151G,"Displaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with delayed healing","Displaced fracture of neck of scapula, right shoulder"
S42,151K,S42151K,"Displaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with nonunion","Displaced fracture of neck of scapula, right shoulder"
S42,151P,S42151P,"Displaced fracture of neck of scapula, right shoulder, subsequent encounter for fracture with malunion","Displaced fracture of neck of scapula, right shoulder"
S42,151S,S42151S,"Displaced fracture of neck of scapula, right shoulder, sequela","Displaced fracture of neck of scapula, right shoulder"
S42,152A,S42152A,"Displaced fracture of neck of scapula, left shoulder, initial encounter for closed fracture","Displaced fracture of neck of scapula, left shoulder"
S42,152B,S42152B,"Displaced fracture of neck of scapula, left shoulder, initial encounter for open fracture","Displaced fracture of neck of scapula, left shoulder"
S42,152D,S42152D,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with routine healing","Displaced fracture of neck of scapula, left shoulder"
S42,152G,S42152G,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with delayed healing","Displaced fracture of neck of scapula, left shoulder"
S42,152K,S42152K,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with nonunion","Displaced fracture of neck of scapula, left shoulder"
S42,152P,S42152P,"Displaced fracture of neck of scapula, left shoulder, subsequent encounter for fracture with malunion","Displaced fracture of neck of scapula, left shoulder"
S42,152S,S42152S,"Displaced fracture of neck of scapula, left shoulder, sequela","Displaced fracture of neck of scapula, left shoulder"
S42,153A,S42153A,"Displaced fracture of neck of scapula, unspecified shoulder, initial encounter for closed fracture","Displaced fracture of neck of scapula, unspecified shoulder"
